Variable.Name,sample_vardesc,sample_tablename,epcf,n,category,subcategory
SMQ755,When did {you/he/she} smoke {your/his/her} last pipe? Was it...,Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,e,7,smoking,smoking behavior
SMQ770,"During the past 5 days (including today), on how many days did {you/he/she}",Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,e,9,smoking,smoking behavior
SMQ780,"During the past 5 days, on the days {you/he/she} smoked cigars, how many ci",Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,e,6,smoking,smoking behavior
SMQ785,When did {you/he/she} smoke {your/his/her} last cigar? Was it...,Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,e,7,smoking,smoking behavior
SMQ800,"During the past 5 days (including today), on how many days did {you/he/she}",Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,e,9,smoking,smoking behavior
SMQ815,When did {you/he/she} last use chewing tobacco? Was it...,Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,e,7,smoking,smoking behavior
SMQ817,"During the past 5 days {including today}, on how many days did {you/he/she}",Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,e,10,smoking,smoking behavior
SMQ819,When did {you/he/she} last use snuff? Was it...,Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,e,7,smoking,smoking behavior
SMQ830,"During the past 5 days (including today), on how many days did {you/he/she}",Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,e,9,smoking,smoking behavior
SMQ840,When did {you/he/she} last use a product containing nicotine? Was it...,Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,e,10,smoking,smoking behavior
SMQ845,"During the past 5 days, including today, on how many days did {you/he/she} ",Smoking - Recent Tobacco Use,e,3,smoking,smoking behavior
SMQ848,"During the past 12 months, how many times {have you/has SP} stopped smoking",Smoking - Cigarette Use,e,3,smoking,smoking behavior
SMQ849,"During the past 5 days, including today, on how many days did {you/he/she} ",Smoking - Recent Tobacco Use,e,3,smoking,smoking behavior
SMQ851,Smokeless tobacco products are placed in the mouth or nose and include chew,Smoking - Recent Tobacco Use,e,3,smoking,smoking behavior
SMQ852Q,"The last time {you/SP} tried to quit, how long {were you/was he/was she} ab",Smoking - Cigarette Use,e,3,smoking,smoking behavior
SMQ852U,"The last time {you/SP} tried to quit, how long {were you/was he/was she} ab",Smoking - Cigarette Use,e,3,smoking,smoking behavior
SMQ856,I will now ask you about tobacco smoke in other places. During the last 7 d,Smoking - Secondhand Smoke Exposure,e,3,smoking,smoking behavior
SMQ857,"During the past 5 days, including today, on how many days did {you/he/she} ",Smoking - Recent Tobacco Use,e,2,smoking,smoking behavior
SMQ857O,"During the past 5 days, including today, on how many days did {you/he/she} ",Smoking - Recent Tobacco Use,e,1,smoking,smoking behavior
SMQ858,"While {you were/SP was} working at a job or business outside of the home, d",Smoking - Secondhand Smoke Exposure,e,3,smoking,smoking behavior
SMQ860,"{I will now ask you about smoking in other places.} During the last 7 days,",Smoking - Secondhand Smoke Exposure,e,3,smoking,smoking behavior
SMQ861,"During the past 5 days, including today, on how many days did {you/he/she} ",Smoking - Recent Tobacco Use,e,2,smoking,smoking behavior
SMQ862,"While {you were/SP was} in a restaurant, did someone else smoke cigarettes ",Smoking - Secondhand Smoke Exposure,e,3,smoking,smoking behavior
SMQ863,"During the past 5 days, including today, did {you/he/she} use any nicotine ",Smoking - Recent Tobacco Use,e,3,smoking,smoking behavior
SMQ866,"During the last 7 days, {did you/SP} spend time in a bar?",Smoking - Secondhand Smoke Exposure,e,3,smoking,smoking behavior
SMQ868,"While {you were/SP was} in a bar, did someone else smoke cigarettes or othe",Smoking - Secondhand Smoke Exposure,e,3,smoking,smoking behavior
SMQ870,"During the last 7 days, did {you/SP} ride in a car or motor vehicle?",Smoking - Secondhand Smoke Exposure,e,3,smoking,smoking behavior
SMQ872,"While {you were/SP was} riding in a car or motor vehicle, did someone else ",Smoking - Secondhand Smoke Exposure,e,3,smoking,smoking behavior
SMQ874,"During the last 7 days, did {you/SP} spend time in a home other than {your/",Smoking - Secondhand Smoke Exposure,e,3,smoking,smoking behavior
SMQ876,"While {you were/SP was} in a home other than {your/his/her} own, did someon",Smoking - Secondhand Smoke Exposure,e,3,smoking,smoking behavior
SMQ878,"During the last 7 days,{were you/was SP} in any other indoor area?",Smoking - Secondhand Smoke Exposure,e,3,smoking,smoking behavior
SMQ880,"While {you were/SP was} in the other indoor area, did someone else smoke ci",Smoking - Secondhand Smoke Exposure,e,3,smoking,smoking behavior
SMQ890,"{Have you/Has SP} ever smoked a regular cigar, cigarillo or little filtered",Smoking - Cigarette Use,e,2,smoking,smoking behavior
SMQ895,"During the past 30 days, on how many days did {you/SP} smoke a regular ciga",Smoking - Cigarette Use,e,2,smoking,smoking behavior
SMQ900,The next question is about e-cigarettes. These are battery-powered devices ,Smoking - Cigarette Use,e,2,smoking,smoking behavior
SMQ905,"During the past 30 days, on how many days did {you/SP} use e-cigarettes?",Smoking - Cigarette Use,e,2,smoking,smoking behavior
SMQ910,Smokeless tobacco products are placed in the mouth and nose and include che,Smoking - Cigarette Use,e,2,smoking,smoking behavior
SMQ915,"During the past 30 days, on how many days did {you/SP} use smokeless tobacc",Smoking - Cigarette Use,e,2,smoking,smoking behavior
SMQ925,{Have you/Has SP} ever smoked a cigarette even one time?,Smoking - Cigarette Use,e,1,smoking,smoking behavior
SMQ930,How old {were you/was SP} the first time {you/he/she} smoked all or part of,Smoking - Cigarette Use,e,1,smoking,smoking behavior
SMQ935,{Do you/Does SP} now smoke cigarettes?,Smoking - Cigarette Use,e,1,smoking,smoking behavior
SMQ940,"The next question is about e-cigarettes. During the last 7 days, {were you/",Smoking - Secondhand Smoke Exposure,e,1,smoking,smoking behavior
SPDBACC,"Bronchodilator 2nd Test Spirometry, Number of Acceptable Curves Performed (",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPDBRONC,Best test FEV1/FVC ratio below Lower Limit of Normal and/or less than 70%,Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPDNACC,"Baseline 1st Test Spirometry, Number of Acceptable Curves Performed (ATS Cr",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPFDE,Surplus sera perfluorodecanoate (PFDE) result (ng/ml),Perfluoroaokyl Chemicals - Serum (Surplus),e,1,pollutant,polyfluoro
SPFDELC,Surplus sera PFDE comment code,Perfluoroaokyl Chemicals - Serum (Surplus),e,1,pollutant,polyfluoro
SPFDO,Surplus sera perfluorododecanoate (PFDO) result (ng/ml),Perfluoroaokyl Chemicals - Serum (Surplus),e,1,pollutant,polyfluoro
SPFDOLC,Surplus sera PFDO comment code,Perfluoroaokyl Chemicals - Serum (Surplus),e,1,pollutant,polyfluoro
SPFHP,Surplus sera perfluoroheptanoate (PFHP) result (ng/ml),Perfluoroaokyl Chemicals - Serum (Surplus),e,1,pollutant,polyfluoro
SPFHPLC,Surplus sera PFHP comment code,Perfluoroaokyl Chemicals - Serum (Surplus),e,1,pollutant,polyfluoro
SPFHS,Surplus sera perfluorohexane sulfonate (PFHS) result (ng/ml),Perfluoroaokyl Chemicals - Serum (Surplus),e,1,pollutant,polyfluoro
SPFHSLC,Surplus sera PFHS comment code,Perfluoroaokyl Chemicals - Serum (Surplus),e,1,pollutant,polyfluoro
SPFNA,Surplus sera perfluorononanoate (PFNA) result (ng/ml),Perfluoroaokyl Chemicals - Serum (Surplus),e,1,pollutant,polyfluoro
SPFNALC,Surplus sera PFNA comment code,Perfluoroaokyl Chemicals - Serum (Surplus),e,1,pollutant,polyfluoro
SPFOA,Surplus sera perfluorooctanoate (PFOA) result (ng/ml),Perfluoroaokyl Chemicals - Serum (Surplus),e,1,pollutant,polyfluoro
SPFOALC,Surplus sera PFOA comment code,Perfluoroaokyl Chemicals - Serum (Surplus),e,1,pollutant,polyfluoro
SPFOS,Surplus sera perfluorooctane sulfonate (PFOS) result (ng/ml),Perfluoroaokyl Chemicals - Serum (Surplus),e,1,pollutant,polyfluoro
SPFOSLC,Surplus sera PFOS comment code,Perfluoroaokyl Chemicals - Serum (Surplus),e,1,pollutant,polyfluoro
SPFSA,Surplus sera perfluorooctane sulfonamide (PFSA) result (ng/ml),Perfluoroaokyl Chemicals - Serum (Surplus),e,1,pollutant,polyfluoro
SPFSALC,Surplus sera PFSA comment code,Perfluoroaokyl Chemicals - Serum (Surplus),e,1,pollutant,polyfluoro
SPFUA,Surplus sera perfluoroundecanoate (PFUA) result (ng/ml),Perfluoroaokyl Chemicals - Serum (Surplus),e,1,pollutant,polyfluoro
SPFUALC,Surplus sera PFUA comment code,Perfluoroaokyl Chemicals - Serum (Surplus),e,1,pollutant,polyfluoro
SPQ010,{Do you/Does SP} now have a painful ear infection?,Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPQ020,{Have you/Has SURVEY PARTICIPANT} ever had eye surgery? [Do not include cos,Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPQ030,Was the eye surgery in the last three months?,Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPQ040,{Have you/Has SP} ever had open chest or abdominal surgery?,Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPQ050,Was the open chest or abdominal surgery in the last three months?,Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPQ060,Did {you/SP} or anyone in {your/his/her} household have tuberculosis in the,Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPQ070a,Has a doctor or other health professional ever told {you/SP}that {you/he/sh,Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPQ070b,Has a doctor or other health professional ever told {you/SP}that {you/he/sh,Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPQ070c,Has a doctor or other health professional ever told {you/SP}that {you/he/sh,Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPQ070d,Has a doctor or other health professional ever told {you/SP}that {you/he/sh,Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPQ070e,Has a doctor or other health professional ever told {you/SP}that {you/he/sh,Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPQ080,Did this stroke happen in the last three months?,Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPQ090,Was {your/SP's} heart attack in the last three months?,Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPQ100,"In the past month, {have you/has SP} coughed up blood?",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXBCMT,Spirometry Second Test Comment (Post-Bronchodilator Spirometry),Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXBEV,"Bronchodilator 2nd Test Spirometry, Extrapolated Volume, in mL.",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXBF257,"Bronchodilator 2nd Test Spirometry, Forced Expiratory Flow Rate 25-75%, in ",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXBFET,"Bronchodilator 2nd Test Spirometry, Forced Expiratory Time, in seconds.",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXBFEV1,"Bronchodilator 2nd Test Spirometry, Forced Expiratory Volume in the first 1",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXBFEV3,"Bronchodilator 2nd Test Spirometry, Forced Expiratory Volume in the first 3",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXBFEV5,"Bronchodilator 2nd Test Spirometry, Forced Expiratory Volume in the first 0",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXBFEV6,"Bronchodilator 2nd Test Spirometry, Forced Expiratory Volume in the first 6",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXBFEV7,"Bronchodilator 2nd Test Spirometry, Forced Expiratory Volume in the first 0",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXBFVC,"Bronchodilator 2nd Test Spirometry, Forced Vital Capacity, in mL.",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXBPEF,"Bronchodilator 2nd Test Spirometry, Peak Expiratory Flow Rate, in mL/s.",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXBQEFF,"Bronchodilator 2nd Test Spirometry, Effort Quality Attribute",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXBQFV1,"Bronchodilator 2nd Test Spirometry, Forced Expiratory Volume in the first 1",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXBQFVC,"Bronchodilator 2nd Test Spirometry, Forced Vital Capacity Quality Attribute",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXBSTAT,Spirometry Second Test Status (Post-Bronchodilator Spirometry),Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXNCMT,Spirometry First Test Comment (Baseline Spirometry),Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXNEV,"Baseline 1st Test Spirometry, Extrapolated Volume, in mL.",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXNF257,"Baseline 1st Test Spirometry, Forced Expiratory Flow Rate 25-75%, in mL/s.",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXNFET,"Baseline 1st Test Spirometry, Forced Expiratory Time, in seconds.",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXNFEV1,"Baseline 1st Test Spirometry, Forced Expiratory Volume in the first 1.0 sec",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXNFEV3,"Baseline 1st Test Spirometry, Forced Expiratory Volume in the first 3.0 sec",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXNFEV5,"Baseline 1st Test Spirometry, Forced Expiratory Volume in the first 0.5 sec",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXNFEV6,"Baseline 1st Test Spirometry, Forced Expiratory Volume in the first 6.0 sec",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXNFEV7,"Baseline 1st Test Spirometry, Forced Expiratory Volume in the first 0.75 se",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXNFVC,"Baseline 1st Test Spirometry, Forced Vital Capacity, in mL.",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXNPEF,"Baseline 1st Test Spirometry, Peak Expiratory Flow Rate, in mL/s.",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXNQEFF,"Baseline 1st Test Spirometry, Effort Quality Attribute",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXNQFV1,"Baseline 1st Test Spirometry, Forced Expiratory Volume in the first 1.0 sec",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXNQFVC,"Baseline 1st Test Spirometry, Forced Vital Capacity Quality Attribute.",Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SPXNSTAT,Spirometry First Test Status (Baseline Spirometry),Spirometry - Pre and Post-Bronchodilator,p,3,lung,lung function
SS028,PCB28,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS044,PCB44,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS049,PCB49,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS052,PCB52,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS066,PCB66,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS074,PCB74,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS087,PCB87,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS099,PCB99,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS101,PCB101,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS110,PCB110,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS128,PCB128,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS138,PCB138-158,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS146,PCB146,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS149,PCB149,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS151,PCB151,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS153,PCB153,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS170,PCB170,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS172,PCB172,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS177,PCB177,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS178,PCB178,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS180,PCB180,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS183,PCB183,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS187,PCB187,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS194,PCB194,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS195,PCB195,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS196,PCB196-203,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS199,PCB199,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS206,PCB206,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS209,PCB209,Non-dioxin-like Polychlorinated Biphenyls - Pooled Samples (Surplus Sera),e,1,pollutant,organochlorine
SS3adlG,androstanedione glucuronide (ng/mL),Sex Steroid Hormone - Men (Surplus),p,3,biochemistry,hormone
SSA1,Alpha1,Monoclonal gammopathy of undetermined significance (MGUS) (Surplus),p,3,biochemistry,
SSA2,Alpha2,Monoclonal gammopathy of undetermined significance (MGUS) (Surplus),p,3,biochemistry,
SSACET,Acetamiprid (ug/L),Neonicotinoids - Urine - Surplus,e,1,pollutant,
SSACETLC,Acetamiprid (ug/L) Cmt code,Neonicotinoids - Urine - Surplus,e,1,pollutant,
SSAFB,Aflatoxin B1-lysine result (ng/mL),Aflatoxin B1-lysine - Serum (Surplus),e,1,infection,
SSAFBLC,Aflatoxin B1-lysine result comment code,Aflatoxin B1-lysine - Serum (Surplus),e,1,infection,
SSAG_R,Albumin/Gamma,Monoclonal gammopathy of undetermined significance (MGUS) (Surplus),p,3,biochemistry,
SSALB,Albumin,Monoclonal gammopathy of undetermined significance (MGUS) (Surplus),p,3,biochemistry,liver/kidney
SSALN_N,alpha-Linolenic acid (micromol/L),Fatty Acids - Plasma (Surplus),e,1,nutrients,dietary biomarker
SSAMH,Anti-Mullerian Hormone (ng/ml),Anti-Mullerian Hormone (AMH) & Inhibin-B (Surplus),p,3,biochemistry,hormone
SSAND,N-Desmethylacetamiprid (ug/L),Neonicotinoids - Urine - Surplus,e,1,pollutant,
SSANDLC,N-Desmethylacetamiprid (ug/L) Cmt code,Neonicotinoids - Urine - Surplus,e,1,pollutant,
SSAR1_N,Arachidic acid (micromol/L),Fatty Acids - Plasma (Surplus),e,1,nutrients,dietary biomarker
SSARA_N,Arachidonic acid (micromol/L),Fatty Acids - Plasma (Surplus),e,1,nutrients,dietary biomarker
SSBB1,PPBB153,Brominated Flame Retardants (BFRs) - Pooled Samples (Surplus),e,1,pollutant,brominated
SSBCEP,Bis(2-chloroethyl) phosphate (ug/L),Flame Retardant Metabolites - Urine (Surplus),e,3,pollutant,phosphate
SSBCEPL,Bis(2-chloroethyl) phosphate comment code,Flame Retardant Metabolites - Urine (Surplus),e,3,pollutant,phosphate
SSBCPP,Bis(1-chloro-2-propyl) phosphate (ug/L),Flame Retardant Metabolites - Urine (Surplus),e,3,pollutant,phosphate
SSBCPPL,Bis(1-chloro-2-propyl) phosphate comment code,Flame Retardant Metabolites - Urine (Surplus),e,3,pollutant,phosphate
SSBDCPP,"Bis(1,3-dichloro-2-propyl) phosphate (ug/L)",Flame Retardant Metabolites - Urine (Surplus),e,3,pollutant,phosphate
SSBDCPPL,"Bis(1,3-dichloro-2-propyl) phosphate comment code",Flame Retardant Metabolites - Urine (Surplus),e,3,pollutant,phosphate
SSBETA,Beta,Monoclonal gammopathy of undetermined significance (MGUS) (Surplus),p,3,biochemistry,
SSBFOA,Branched isomers of perfluorooctanoate (ng/mL),Perfluoroalkyl and Polyfluoroalkyl Substances,e,1,pollutant,polyfluoro
SSBFOAL,Branched isomers of perfluorooctanoate (ng/mL) Comment code,Perfluoroalkyl and Polyfluoroalkyl Substances,e,1,pollutant,polyfluoro
SSBPFOA,Branch isomers-perfluorooctanoate (ng/mL),Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age,e,2,pollutant,polyfluoro
SSBPFOAL,Branch isomers-perfluorooctanoate Cmt cd,Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age,e,1,pollutant,polyfluoro
SSBPPP,4(tert-butyl)phenyl)phenyl phosphate (ug/L),Flame Retardants - Urine (Surplus),e,1,pollutant,phosphate
SSBPPPL,4(tert-butyl)phenyl)phenyl phosphate comment code,Flame Retardants - Urine (Surplus),e,1,pollutant,phosphate
SSBR2,BDE28,Brominated Flame Retardants (BFRs) - Pooled Samples (Surplus),e,1,pollutant,brominated
SSBR3,PBBDE47,Brominated Flame Retardants (BFRs) - Pooled Samples (Surplus),e,1,pollutant,brominated
SSBR4,PBDE86,Brominated Flame Retardants (BFRs) - Pooled Samples (Surplus),e,1,pollutant,brominated
SSBR5,PBDE99,Brominated Flame Retardants (BFRs) - Pooled Samples (Surplus),e,1,pollutant,brominated
SSBR6,PBDE100,Brominated Flame Retardants (BFRs) - Pooled Samples (Surplus),e,1,pollutant,brominated
SSBR66,PBDE66,Brominated Flame Retardants (BFRs) - Pooled Samples (Surplus),e,1,pollutant,brominated
SSBR7,PBDE153,Brominated Flame Retardants (BFRs) - Pooled Samples (Surplus),e,1,pollutant,brominated
SSBR8,PDE154,Brominated Flame Retardants (BFRs) - Pooled Samples (Surplus),e,1,pollutant,brominated
SSBR9,PDE183,Brominated Flame Retardants (BFRs) - Pooled Samples (Surplus),e,1,pollutant,brominated
SSCA125,Cancer antigen 125 (U/mL),Cancer antigen CA125 and CA15.3 - Serum (Surplus),p,1,biochemistry,cancer
SSCA125I,Cancer antigen 125 IgG index,"Cancer antigen CA125, CA15.3 and HE4 IgG antibodies - Serum (Surplus)",p,1,biochemistry,cancer
SSCA125L,Cancer antigen 125 IgG luminescent units,"Cancer antigen CA125, CA15.3 and HE4 IgG antibodies - Serum (Surplus)",p,1,biochemistry,cancer
SSCA153,Cancer antigen 15.3 (mU/mL),Cancer antigen CA125 and CA15.3 - Serum (Surplus),p,1,biochemistry,cancer
SSCA153I,Cancer antigen 15.3 IgG index,"Cancer antigen CA125, CA15.3 and HE4 IgG antibodies - Serum (Surplus)",p,1,biochemistry,cancer
SSCA153L,Cancer antigen15.3 IgG luminescent unit,"Cancer antigen CA125, CA15.3 and HE4 IgG antibodies - Serum (Surplus)",p,1,biochemistry,cancer
SSCamIgA,Campylobacter IgA,Salmonella & Campylobacter Antibodies (Surplus),e,1,infection,
SSCamIgG,Campylobacter IgG,Salmonella & Campylobacter Antibodies (Surplus),e,1,infection,
SSCamIgM,Campylobacter IgM,Salmonella & Campylobacter Antibodies (Surplus),e,1,infection,
SSCENPOS,nucleus CEN-F-like positive,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSCENSIG,nucleus CEC-F like signal,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSCLOT,Clothianidin (ug/L),Neonicotinoids - Urine - Surplus,e,1,pollutant,
SSCLOTLC,Clothianidin (ug/L) Cmt code,Neonicotinoids - Urine - Surplus,e,1,pollutant,
SSCLPF,Chlorohexadecafluorooxanonane sulfonate,Perfluoroalkyl and Polyfluoroalkyl Substances (Surplus),e,2,pollutant,polyfluoro
SSCLPFL,Chlorohexadecafluorooxanonane sulfonate comment code,Perfluoroalkyl and Polyfluoroalkyl Substances (Surplus),e,2,pollutant,polyfluoro
SSCMIGGA,Cytomegalovirus IgG Avidity,Cytomegalovirus Antibodies - Serum (Surplus),e,3,infection,
SSCMIGM,Cytomegalovirus IgM,Cytomegalovirus Antibodies - Serum (Surplus),e,3,infection,
SSCMV,CMV specific IgG results,Cytomegalovirus Antibodies - Serum (Surplus),e,3,infection,
SSCMVOD,CMV optical density from ELISA,Cytomegalovirus Antibodies - Serum (Surplus),e,3,infection,
SSCTEIA,Chlamydia Pgp3 ELISA,Chlamydia Pgp3 (plasmid gene product 3) ELISA (enzyme linked immunosorbent assay) and multiplex bead array (MBA) results,e,2,infection,
SSCTEIOD,Chlamydia Pgp3 EIA Optical Density,Chlamydia Pgp3 (plasmid gene product 3) ELISA (enzyme linked immunosorbent assay) and multiplex bead array (MBA) results,e,2,infection,
SSCTMBA,Chlamydia Pgp3 MBA,Chlamydia Pgp3 (plasmid gene product 3) ELISA (enzyme linked immunosorbent assay) and multiplex bead array (MBA) results,e,2,infection,
SSCTMBFI,Chlamydia Ppg3 MBA medium fluorescence intensity,Chlamydia Pgp3 (plasmid gene product 3) ELISA (enzyme linked immunosorbent assay) and multiplex bead array (MBA) results,e,2,infection,
SSCYA,Cyanuric acid,Melamine - Urine (Surplus),e,1,pollutant,amine
SSCYFLPS,cytoplasm cytofilament positive,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSCYFLSG,cytoplasm cytofilament signal,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSCYGOP,cytoplasm golgi complex positive,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSCYGOS,cytoplasm golgi complex signal,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSCYGWP,cytoplasm GW body positive,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSCYGWS,cytoplasm GW body signal,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSCYHOMP,cytoplasm homogeneous positive,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSCYHOMS,cytoplasm homogeneous signal,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSCYMIP,cytoplasm mitochondria-like positive,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSCYMIS,cytoplasm mitochondria-like signal,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSCYPC,Cystatin C (mg/L),Cystatin C - Serum (Surplus),p,2,biochemistry,kidney
