Variable.Name,Variable.Description,Data.File.Name,Data.File.Description,Begin.Year,EndYear,Component,Use.Constraints,series,epcf,varname,category,subcategory
RHQ541B,Which forms of female hormones {have you/has SP} used.,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ541B,NA,NA
RHQ541C,Which forms of female hormones {have you/has SP} used.,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ541C,NA,NA
RHQ550,At the time {you/SP} started using female hormones or hormone replacement t,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ550,NA,NA
RHQ551A,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ551A,NA,NA
RHQ551B,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ551B,NA,NA
RHQ551C,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ551C,NA,NA
RHQ551D,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ551D,NA,NA
RHQ551E,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ551E,NA,NA
RHQ551F,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ551F,NA,NA
RHQ551G,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ551G,NA,NA
RHQ554,{Have you/Has SP} ever taken female hormone pills containing estrogen only,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ554,NA,NA
RHQ556,How old {were you/was SP} when {you/she} first started taking pills contain,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ556,NA,NA
RHQ558,{Are you/Is SP} taking pills containing estrogen only now?,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ558,NA,NA
RHQ560Q,"Not counting any time when {you/SP} stopped taking them, for how long altog",RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ560Q,NA,NA
RHQ560U,UNIT OF MEASURE.,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ560U,NA,NA
RHQ562,{Have you/Has SP} taken female hormone pills containing progestin only (lik,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ562,NA,NA
RHQ564,How old {were you/was SP} when {you/she} first started taking pills contain,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ564,NA,NA
RHQ566,{Are you/Is SP} taking pills containing progestin only now?,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ566,NA,NA
RHQ568Q,"Not counting any time when {you/SP} stopped taking them, for how long altog",RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ568Q,NA,NA
RHQ568U,UNIT OF MEASURE.,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ568U,NA,NA
RHQ570,{Have you/Has SP} taken female hormone pills containing both estrogen and p,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ570,NA,NA
RHQ572,How old {were you/was SP} when {you/she} first started taking pills contain,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ572,NA,NA
RHQ574,{Are you/Is SP} taking pills containing both estrogen and progestin now?,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ574,NA,NA
RHQ576Q,"Not counting any time when {you/SP} stopped taking them, for how long altog",RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ576Q,NA,NA
RHQ576U,UNIT OF MEASURE.,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ576U,NA,NA
RHQ580,{Have you/Has SP} ever used female hormone patches containing estrogen only,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ580,NA,NA
RHQ582,How old {were you/was SP} when {you/she} first started using patches contai,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ582,NA,NA
RHQ584,{Are you/Is SP} using patches containing estrogen only now?,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ584,NA,NA
RHQ586Q,"Not counting any time when {you/SP} stopped taking them, for how long altog",RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ586Q,NA,NA
RHQ586U,UNIT OF MEASURE.,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ586U,NA,NA
RHQ596,{Have you/Has SP} used female hormone patches containing both estrogen and,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ596,NA,NA
RHQ598,How old {were you/was SP} when {you/she} first started using patches contai,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ598,NA,NA
RHQ600,{Are you/Is SP} using patches containing both estrogen and progestin now?,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ600,NA,NA
RHQ602Q,"Not counting any time when {you/SP} stopped taking them, for how long altog",RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ602Q,NA,NA
RHQ602U,UNIT OF MEASURE.,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,RHQ602U,NA,NA
SEQN,Respondent sequence number.,RHQ,Reproductive Health,1999,2000,Questionnaire,None,A,f,SEQN,NA,NA
RHD080,Number of days since the last period started.,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHD080,NA,NA
RHD120,"In the last 6 months, how often {have you/has SP} had hot flashes or night",RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHD120,NA,NA
RHD130,The next questions are about {your/SP's} pregnancy history. {Have you/Has S,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHD130,NA,NA
RHD170,How many of {your/her} pregnancies resulted in a live birth?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHD170,NA,NA
RHD230,How many of {your/SP's} children did {you/she} breast feed for at least 1 m,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHD230,NA,NA
RHD270,How many of these babies were born preterm? A preterm delivery is one that,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHD270,NA,NA
RHD280,"{Have you/Has SP} had a hysterectomy including a partial hysterectomy, that",RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHD280,NA,NA
RHD350,"{Have you/Has SP} ever had both of {your/her} (Fallopian) tubes tied, cut,",RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHD350,NA,NA
RHD440,{Are you/Is SP} taking birth control pills now?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHD440,NA,NA
RHD470,Please look at this chart and show me the brand of pills that {you/SP} {cur,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHD470,NA,NA
RHQ010,The next series of questions are about {your/SP's} reproductive history.  I,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ010,NA,NA
RHQ020,{Were you/Was SP}...,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ020,NA,NA
RHQ030,{Have you/Has SP} had regular periods in the past 12 months? {Please do not,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ030,NA,NA
RHQ040,What is the reason that {you have/SP has} not had regular periods in the pa,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ040,NA,NA
RHQ050,When did {you/SP} have {your/her} last period? PROBE: How many years or mon,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ050,NA,NA
RHQ060,About how old {were you/was SP} when {you/SP} had {your/her} last menstrual,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ060,NA,NA
RHQ070,{Were you/Was SP}...,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ070,NA,NA
RHQ090,The next questions are about symptoms that can be associated with menopause,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ090,NA,NA
RHQ100,"During the last 5 years, has {your/SP's} menstrual flow or bleeding become.",RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ100,NA,NA
RHQ110,"In the last 6 months, {have you/has SP} had hot flashes or night sweats?",RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ110,NA,NA
RHQ141,{Do you/Does SP} think {you are/he/she is}  pregnant now?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ141,NA,NA
RHQ151,{The next questions are about {your/SP's} pregnancy history.}  Which month,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ151,NA,NA
RHQ160,"How many times {have you/has SP} been pregnant?  ({Again, be/Be} sure to co",RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ160,NA,NA
RHQ180,How old {were you/was SP} at the time of {your/her} first live birth?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ180,NA,NA
RHQ190,How old {were you/was SP} at the time of {your/her} last live birth?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ190,NA,NA
RHQ200,{Are you/Is SP} now breast feeding a child?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ200,NA,NA
RHQ210,Did {you/SP} breast feed {your/her} child/any of {your/her} children?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ210,NA,NA
RHQ240A,What were {your/SP's} reasons for {not breast feeding {your/her} child at l,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ240A,NA,NA
RHQ240B,What were {your/SP's} reasons for {not breast feeding {your/her} child at l,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ240B,NA,NA
RHQ240C,What were {your/SP's} reasons for {not breast feeding {your/her} child at l,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ240C,NA,NA
RHQ240D,What were {your/SP's} reasons for {not breast feeding {your/her} child at l,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ240D,NA,NA
RHQ240E,What were {your/SP's} reasons for {not breast feeding {your/her} child at l,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ240E,NA,NA
RHQ240F,What were {your/SP's} reasons for {not breast feeding {your/her} child at l,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ240F,NA,NA
RHQ250,{Did {your child/SP's child/Did any of {your/SP's} children} weigh less tha,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ250,NA,NA
RHQ260,How many of {your/her} children weighed less than 5 1/2 pounds (2500g) at b,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ260,NA,NA
RHQ290,How old {were you/was SP} when {you/she} had {your/her} (hysterectomy/uteru,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ290,NA,NA
RHQ300,{Have you/Has SP} had at least one of {your/her} ovaries removed (either wh,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ300,NA,NA
RHQ310,Were both ovaries removed or only one?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ310,NA,NA
RHQ320,Were both of {your/SP's} ovaries removed at the same time or at different t,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ320,NA,NA
RHQ330,How old {were you/was SP} when {you/she} had {your/her} {ovary/ovaries} rem,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ330,NA,NA
RHQ340,How old {were you/was SP} when {you/she} had the second ovary removed?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ340,NA,NA
RHQ360,Has a doctor or other health professional ever told {you/SP} that {you/she},RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ360,NA,NA
RHQ370,How old {were you/was SP} when {you were/she was} first told {you/she} had,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ370,NA,NA
RHQ380,Has a doctor or other health professional ever told {you/SP} that {you/she},RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ380,NA,NA
RHQ390,How old {were you/was SP} when {you were/she was} first told {you/she} had,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ390,NA,NA
RHQ420,Now I am going to ask you about {your/SP's} birth control history.  {Have y,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ420,NA,NA
RHQ430,How old {were you/was SP} when {you/she} began using birth control pills?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ430,NA,NA
RHQ450,How old {were you/was SP} when {you/she} stopped taking birth control pills,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ450,NA,NA
RHQ460Q,"Not counting any time when {you/SP} stopped taking them, for how long altog",RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ460Q,NA,NA
RHQ460U,UNIT OF MEASURE.,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ460U,NA,NA
RHQ510,{Have you/Has SP} ever used Depo-Provera or injectables to prevent pregnanc,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ510,NA,NA
RHQ520,{Are you/Is SP} now using Depo-Provera or injectables to prevent pregnancy?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ520,NA,NA
RHQ540,{Have you/Has SP} ever used female hormones such as estrogen and progestero,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ540,NA,NA
RHQ541A,Which forms of female hormones {have you/has SP} used.,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ541A,NA,NA
RHQ541B,Which forms of female hormones {have you/has SP} used.,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ541B,NA,NA
RHQ541C,Which forms of female hormones {have you/has SP} used.,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ541C,NA,NA
RHQ550,At the time {you/SP} started using female hormones or hormone replacement t,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ550,NA,NA
RHQ551A,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ551A,NA,NA
RHQ551B,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ551B,NA,NA
RHQ551C,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ551C,NA,NA
RHQ551D,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ551D,NA,NA
RHQ551E,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ551E,NA,NA
RHQ551F,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ551F,NA,NA
RHQ551G,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ551G,NA,NA
RHQ554,{Have you/Has SP} ever taken female hormone pills containing estrogen only,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ554,NA,NA
RHQ556,How old {were you/was SP} when {you/she} first started taking pills contain,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ556,NA,NA
RHQ558,{Are you/Is SP} taking pills containing estrogen only now?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ558,NA,NA
RHQ560Q,"Not counting any time when {you/SP} stopped taking them, for how long altog",RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ560Q,NA,NA
RHQ560U,UNIT OF MEASURE.,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ560U,NA,NA
RHQ562,{Have you/Has SP} taken female hormone pills containing progestin only (lik,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ562,NA,NA
RHQ564,How old {were you/was SP} when {you/she} first started taking pills contain,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ564,NA,NA
RHQ566,{Are you/Is SP} taking pills containing progestin only now?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ566,NA,NA
RHQ568Q,"Not counting any time when {you/SP} stopped taking them, for how long altog",RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ568Q,NA,NA
RHQ568U,UNIT OF MEASURE.,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ568U,NA,NA
RHQ570,{Have you/Has SP} taken female hormone pills containing both estrogen and p,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ570,NA,NA
RHQ572,How old {were you/was SP} when {you/she} first started taking pills contain,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ572,NA,NA
RHQ574,{Are you/Is SP} taking pills containing both estrogen and progestin now?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ574,NA,NA
RHQ576Q,"Not counting any time when {you/SP} stopped taking them, for how long altog",RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ576Q,NA,NA
RHQ576U,UNIT OF MEASURE.,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ576U,NA,NA
RHQ580,{Have you/Has SP} ever used female hormone patches containing estrogen only,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ580,NA,NA
RHQ582,How old {were you/was SP} when {you/she} first started using patches contai,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ582,NA,NA
RHQ584,{Are you/Is SP} using patches containing estrogen only now?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ584,NA,NA
RHQ586Q,"Not counting any time when {you/SP} stopped taking them, for how long altog",RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ586Q,NA,NA
RHQ586U,UNIT OF MEASURE.,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ586U,NA,NA
RHQ596,{Have you/Has SP} used female hormone patches containing both estrogen and,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ596,NA,NA
RHQ598,How old {were you/was SP} when {you/she} first started using patches contai,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ598,NA,NA
RHQ600,{Are you/Is SP} using patches containing both estrogen and progestin now?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ600,NA,NA
RHQ602Q,"Not counting any time when {you/SP} stopped taking them, for how long altog",RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ602Q,NA,NA
RHQ602U,UNIT OF MEASURE.,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ602U,NA,NA
RHQ700,"During the past month, {have you/has SP} used any of the following products",RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ700,NA,NA
RHQ710A,Which of these products did {you/SP} use?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ710A,NA,NA
RHQ710B,Which of these products did {you/SP} use?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ710B,NA,NA
RHQ710C,Which of these products did {you/SP} use?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ710C,NA,NA
RHQ710D,Which of these products did {you/SP} use?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ710D,NA,NA
RHQ710E,Which of these products did {you/SP} use?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ710E,NA,NA
RHQ710F,Which of these products did {you/SP} use?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ710F,NA,NA
RHQ710G,Which of these products did {you/SP} use?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ710G,NA,NA
RHQ720,"During the past 6 months, did {you/SP} douche?  By douching, we mean puttin",RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ720,NA,NA
RHQ730,"During the past 6 months, how often did {you/SP} douche?  Would you say ...",RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ730,NA,NA
RHQ740,"During the past month, did {you/SP} have any of the following problems: vag",RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ740,NA,NA
RHQ750A,Which of these problems did {you/SP} have?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ750A,NA,NA
RHQ750B,Which of these problems did {you/SP} have?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ750B,NA,NA
RHQ750C,Which of these problems did {you/SP} have?,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,RHQ750C,NA,NA
SEQN,Respondent sequence number.,RHQ_B,Reproductive Health,2001,2002,Questionnaire,None,B,f,SEQN,NA,NA
RHD042,What is the reason that {you have/SP has} not had a period in the past 12 m,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHD042,NA,NA
RHD080,Number of days since the last period started.,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHD080,NA,NA
RHD143,{Are you/Is SP} pregnant now?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHD143,NA,NA
RHD152,Which month of pregnancy {are you/is she} in?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHD152,NA,NA
RHD170,How many of {your/her} pregnancies resulted in a live birth?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHD170,NA,NA
RHD230,How many of {your/SP's} children did {you/she} breast feed for at least 1 m,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHD230,NA,NA
RHD270,How many of these babies were born preterm? A preterm delivery is one that,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHD270,NA,NA
RHD280,"{Have you/Has SP} had a hysterectomy that is, surgery to remove {your/her}",RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHD280,NA,NA
RHD442,{Are you/Is SP} taking birth control pills now?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHD442,NA,NA
RHD451,How old {were you/was SP} when {you/she} stopped taking birth control pills,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHD451,NA,NA
RHQ010,The next series of questions are about {your/SP's} reproductive history.  I,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ010,NA,NA
RHQ020,{Were you/Was SP}...,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ020,NA,NA
RHQ031,{Have you/Has SP} had at least one menstrual period in the past 12 months?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ031,NA,NA
RHQ051,When did {you/SP} have {your/her} last period? PROBE: How many months ago w,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ051,NA,NA
RHQ060,About how old {were you/was SP} when {you/SP} had {your/her} last menstrual,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ060,NA,NA
RHQ070,{Were you/Was SP}...,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ070,NA,NA
RHQ131,The next questions are about {your/SP's} pregnancy history. {Have you/Has S,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ131,NA,NA
RHQ160,"How many times {have you/has SP} been pregnant?  ({Again, be/Be} sure to co",RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ160,NA,NA
RHQ180,How old {were you/was SP} at the time of {your/her} first live birth?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ180,NA,NA
RHQ190,How old {were you/was SP} at the time of {your/her} last live birth?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ190,NA,NA
RHQ200,{Are you/Is SP} now breast feeding a child?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ200,NA,NA
RHQ210,Did {you/SP} breast feed {your/her} child/any of {your/her} children?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ210,NA,NA
RHQ250,{Did {your child/SP's child/Did any of {your/SP's} children} weigh less tha,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ250,NA,NA
RHQ260,How many of {your/her} children weighed less than 5 1/2 pounds (2500g) at b,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ260,NA,NA
RHQ291,How old {were you/was SP} when {you/she} had {your/her} (hysterectomy/uteru,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ291,NA,NA
RHQ300,{Have you/Has SP} had at least one of {your/her} ovaries removed (either wh,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ300,NA,NA
RHQ310,Were both ovaries removed or only one?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ310,NA,NA
RHQ320,Were both of {your/SP's} ovaries removed at the same time or at different t,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ320,NA,NA
RHQ330,How old {were you/was SP} when {you/she} had {your/her} {ovary/ovaries} rem,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ330,NA,NA
RHQ340,How old {were you/was SP} when {you/she} had the second ovary removed?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ340,NA,NA
RHQ360,Has a doctor or other health professional ever told {you/SP} that {you/she},RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ360,NA,NA
RHQ370,How old {were you/was SP} when {you were/she was} first told {you/she} had,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ370,NA,NA
RHQ380,Has a doctor or other health professional ever told {you/SP} that {you/she},RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ380,NA,NA
RHQ390,How old {were you/was SP} when {you were/she was} first told {you/she} had,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ390,NA,NA
RHQ420,Now I am going to ask you about {your/SP's} birth control history.  {Have y,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ420,NA,NA
RHQ430,How old {were you/was SP} when {you/she} began using birth control pills?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ430,NA,NA
RHQ460Q,"Not counting any time when {you/SP} stopped taking them, for how long altog",RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ460Q,NA,NA
RHQ460U,UNIT OF MEASURE.,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ460U,NA,NA
RHQ510,{Have you/Has SP} ever used Depo-Provera or injectables to prevent pregnanc,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ510,NA,NA
RHQ520,{Are you/Is SP} now using Depo-Provera or injectables to prevent pregnancy?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ520,NA,NA
RHQ540,{Have you/Has SP} ever used female hormones such as estrogen and progestero,RHQ_C,Reproductive Health,2003,2004,Questionnaire,None,C,f,RHQ540,NA,NA
