Variable.Name,Variable.Description,Data.File.Name,Data.File.Description,n,select
PAQ679,About how many minutes {do you/does SP} think you should exercise or be phy,PAQ_H,Physical Activity,2,
PAQ722,"For the next questions, think about the sports, lessons, or physical activi",PAQ_H,Physical Activity,2,
PAQ724a,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724aa,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724ab,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724ac,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724ad,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724ae,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724af,Physical activity horseback riding,PAQ_H,Physical Activity,2,
PAQ724b,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724c,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724cm,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724d,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724e,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724f,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724g,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724h,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724i,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724j,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724k,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724l,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724m,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724n,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724o,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724p,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724q,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724r,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724s,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724t,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724u,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724v,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724w,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724x,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724y,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ724z,What physical activities did {you/SP} do during the past 7 days? {PROBE:  D,PAQ_H,Physical Activity,2,
PAQ731,"During the past 7 days, on how many days did {you/SP} play active video gam",PAQ_H,Physical Activity,2,
PAQ740,The next questions ask about activities during the school year. If {you are,PAQ_H,Physical Activity,2,
PAQ742,{Do you/Does SP} use school facilities for physical activity during school ,PAQ_H,Physical Activity,2,
PAQ744,{Do you/does SP} have PE or gym during school days?,PAQ_H,Physical Activity,2,
PAQ746,How often {do you/does SP} have PE or gym?,PAQ_H,Physical Activity,2,
PAQ748,"On average, how long is the PE or gym class?",PAQ_H,Physical Activity,2,
PAQ750,I am going to read a statement and I want you to let me know if you strongl,PAQ_H,Physical Activity,2,
PAQ755,"The following are activities that may be done before, during, or after scho",PAQ_H,Physical Activity,2,
PAQ759a,In what school sports or physical activity clubs {do you/does SP} participa,PAQ_H,Physical Activity,2,
PAQ759b,In what school sports or physical activity clubs {do you/does SP} participa,PAQ_H,Physical Activity,2,
PAQ759c,In what school sports or physical activity clubs {do you/does SP} participa,PAQ_H,Physical Activity,2,
PAQ759d,In what school sports or physical activity clubs {do you/does SP} participa,PAQ_H,Physical Activity,2,
PAQ759e,In what school sports or physical activity clubs {do you/does SP} participa,PAQ_H,Physical Activity,2,
PAQ759f,In what school sports or physical activity clubs {do you/does SP} participa,PAQ_H,Physical Activity,2,
PAQ759g,In what school sports or physical activity clubs {do you/does SP} participa,PAQ_H,Physical Activity,2,
PAQ759h,In what school sports or physical activity clubs {do you/does SP} participa,PAQ_H,Physical Activity,2,
PAQ759i,In what school sports or physical activity clubs {do you/does SP} participa,PAQ_H,Physical Activity,2,
PAQ759j,In what school sports or physical activity clubs {do you/does SP} participa,PAQ_H,Physical Activity,2,
PAQ759k,In what school sports or physical activity clubs {do you/does SP} participa,PAQ_H,Physical Activity,2,
PAQ759l,In what school sports or physical activity clubs {do you/does SP} participa,PAQ_H,Physical Activity,2,
PAQ759m,In what school sports or physical activity clubs {do you/does SP} participa,PAQ_H,Physical Activity,2,
PAQ759n,In what school sports or physical activity clubs {do you/does SP} participa,PAQ_H,Physical Activity,2,
PAQ759o,In what school sports or physical activity clubs {do you/does SP} participa,PAQ_H,Physical Activity,2,
PAQ759p,In what school sports or physical activity clubs {do you/does SP} participa,PAQ_H,Physical Activity,2,
PAQ759q,In what school sports or physical activity clubs {do you/does SP} participa,PAQ_H,Physical Activity,2,
PAQ759r,In what school sports or physical activity clubs {do you/does SP} participa,PAQ_H,Physical Activity,2,
PAQ759s,In what school sports or physical activity clubs {do you/does SP} participa,PAQ_H,Physical Activity,2,
PAQ759t,In what school sports or physical activity clubs {do you/does SP} participa,PAQ_H,Physical Activity,2,
PAQ759u,Participate in martial arts,PAQ_H,Physical Activity,2,
PAQ762,{Do you/Does SP} have recess during school days?,PAQ_H,Physical Activity,2,
PAQ764,How often {do you/does SP} have recess?,PAQ_H,Physical Activity,2,
PAQ766,"On average, how long is the recess period?",PAQ_H,Physical Activity,2,
PAQ770,"In the past year, did {you/SP} receive a Physical Fitness Test award, such ",PAQ_H,Physical Activity,2,
PAQ772a,What Physical Fitness Test award did {you/SP} receive?,PAQ_H,Physical Activity,2,
PAQ772b,What Physical Fitness Test award did {you/SP} receive?,PAQ_H,Physical Activity,2,
PAQ772c,What Physical Fitness Test award did {you/SP} receive?,PAQ_H,Physical Activity,2,
PAQ759v,Participate in walking,PAQ_H,Physical Activity,1,
LBDTHGLC,"Mercury, total comment code",PbCd_D,"Cadmium, Lead, & Total Mercury - Blood",7,
LBDBCDLC,Blood cadmium comment code,PbCd_F,"Cadmium, Lead, & Total Mercury - Blood",5,
LBDBPBLC,Blood lead comment code,PbCd_F,"Cadmium, Lead, & Total Mercury - Blood",5,
LBDBMNLC,Blood manganese comment code,PbCd_G,"Cadmium, Lead, Total Mercury, Selenium, & Manganese - Blood",4,
LBDBMNSI,Blood manganese (umol/L),PbCd_G,"Cadmium, Lead, Total Mercury, Selenium, & Manganese - Blood",4,
LBDBSELC,Blood selenium comment code,PbCd_G,"Cadmium, Lead, Total Mercury, Selenium, & Manganese - Blood",4,
LBDBSESI,Blood selenium (umol/L),PbCd_G,"Cadmium, Lead, Total Mercury, Selenium, & Manganese - Blood",4,
LBXBMN,Blood manganese (ug/L),PbCd_G,"Cadmium, Lead, Total Mercury, Selenium, & Manganese - Blood",4,1
LBXBSE,Blood selenium(ug/L),PbCd_G,"Cadmium, Lead, Total Mercury, Selenium, & Manganese - Blood",4,1
URDNO3LC,Urinary nitrate comment code,PERNT_D,"Perchlorate, Nitrate & Thiocyanate - Urine",10,
URDSCNLC,Urinary thiocyanate comment code,PERNT_D,"Perchlorate, Nitrate & Thiocyanate - Urine",10,
URDUP8LC,Urinary perchlorate comment code,PERNT_D,"Perchlorate, Nitrate & Thiocyanate - Urine",10,
URXNO3,Urinary nitrate (ng/mL),PERNT_D,"Perchlorate, Nitrate & Thiocyanate - Urine",10,1
URXSCN,Urinary thiocyanate (ng/mL),PERNT_D,"Perchlorate, Nitrate & Thiocyanate - Urine",10,1
LBDBFOAL,Branch perfluorooctanoic acid isomers Comment Code,PFAS_I,Perfluoroalkyl and Polyfluoroalkyl,2,
LBDMFOSL,Perfluoromethylheptane sulfonic acid isomers (Sm-PFOS) Comment Code,PFAS_I,Perfluoroalkyl and Polyfluoroalkyl,2,
LBDNFOAL,n-perfluorooctanoic acid (n-PFOA) Comment Code,PFAS_I,Perfluoroalkyl and Polyfluoroalkyl,2,
LBDNFOSL,n-perfluorooctane sulfonic acid (n-PFOS) Comment Code,PFAS_I,Perfluoroalkyl and Polyfluoroalkyl,2,
LBXBFOA,Branch perfluorooctanoic acid isomers (Sb-PFOA) (ng/mL),PFAS_I,Perfluoroalkyl and Polyfluoroalkyl,2,1
LBXMFOS,Perfluoromethylheptane sulfonic acid isomers (Sm-PFOS) (ng/mL),PFAS_I,Perfluoroalkyl and Polyfluoroalkyl,2,1
LBXNFOA,n-perfluorooctanoic acid (n-PFOA) (ng/mL),PFAS_I,Perfluoroalkyl and Polyfluoroalkyl,2,1
LBXNFOS,n-perfluorooctane sulfonic acid (n-PFOS) (ng/mL),PFAS_I,Perfluoroalkyl and Polyfluoroalkyl,2,1
WTSPH2YR,Phthalate Subsample 2 year Mec Weight,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",3,
WTSPH4YR,Phthalate Subsample 4 year Mec,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",3,
URXP09,3-fluoranthene (ng/L),PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,1
WTSPH01,Phthalate Mec Weight Jack Knife Rep 01,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH02,Phthalate Mec Weight Jack Knife Rep 02,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH03,Phthalate Mec Weight Jack Knife Rep 03,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH04,Phthalate Mec Weight Jack Knife Rep 04,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH05,Phthalate Mec Weight Jack Knife Rep 05,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH06,Phthalate Mec Weight Jack Knife Rep 06,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH07,Phthalate Mec Weight Jack Knife Rep 07,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH08,Phthalate Mec Weight Jack Knife Rep 08,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH09,Phthalate Mec Weight Jack Knife Rep 09,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH10,Phthalate Mec Weight Jack Knife Rep 10,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH11,Phthalate Mec Weight Jack Knife Rep 11,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH12,Phthalate Mec Weight Jack Knife Rep 12,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH13,Phthalate Mec Weight Jack Knife Rep 13,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH14,Phthalate Mec Weight Jack Knife Rep 14,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH15,Phthalate Mec Weight Jack Knife Rep 15,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH16,Phthalate Mec Weight Jack Knife Rep 16,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH17,Phthalate Mec Weight Jack Knife Rep 17,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH18,Phthalate Mec Weight Jack Knife Rep 18,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH19,Phthalate Mec Weight Jack Knife Rep 19,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH20,Phthalate Mec Weight Jack Knife Rep 20,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH21,Phthalate Mec Weight Jack Knife Rep 21,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH22,Phthalate Mec Weight Jack Knife Rep 22,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH23,Phthalate Mec Weight Jack Knife Rep 23,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH24,Phthalate Mec Weight Jack Knife Rep 24,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH25,Phthalate Mec Weight Jack Knife Rep 25,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH26,Phthalate Mec Weight Jack Knife Rep 26,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH27,Phthalate Mec Weight Jack Knife Rep 27,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH28,Phthalate Mec Weight Jack Knife Rep 28,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH29,Phthalate Mec Weight Jack Knife Rep 29,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH30,Phthalate Mec Weight Jack Knife Rep 30,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH31,Phthalate Mec Weight Jack Knife Rep 31,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH32,Phthalate Mec Weight Jack Knife Rep 32,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH33,Phthalate Mec Weight Jack Knife Rep 33,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH34,Phthalate Mec Weight Jack Knife Rep 34,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH35,Phthalate Mec Weight Jack Knife Rep 35,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH36,Phthalate Mec Weight Jack Knife Rep 36,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH37,Phthalate Mec Weight Jack Knife Rep 37,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH38,Phthalate Mec Weight Jack Knife Rep 38,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH39,Phthalate Mec Weight Jack Knife Rep 39,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH40,Phthalate Mec Weight Jack Knife Rep 40,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH41,Phthalate Mec Weight Jack Knife Rep 41,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH42,Phthalate Mec Weight Jack Knife Rep 42,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH43,Phthalate Mec Weight Jack Knife Rep 43,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH44,Phthalate Mec Weight Jack Knife Rep 44,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH45,Phthalate Mec Weight Jack Knife Rep 45,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH46,Phthalate Mec Weight Jack Knife Rep 46,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH47,Phthalate Mec Weight Jack Knife Rep 47,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH48,Phthalate Mec Weight Jack Knife Rep 48,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH49,Phthalate Mec Weight Jack Knife Rep 49,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH50,Phthalate Mec Weight Jack Knife Rep 50,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH51,Phthalate Mec Weight Jack Knife Rep 51,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
WTSPH52,Phthalate Mec Weight Jack Knife Rep 52,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",2,
URDP09LC,3-fluoranthene comment code,PHPYPA,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,
URDCNPLC,Mono(carboxynonyl) phthalate comment,PHTHTE_D,Phthalates - Urine,7,
URDCOPLC,Mono(carboxyoctyl) phthalate comment,PHTHTE_D,Phthalates - Urine,7,
URXCNP,Mono(carboxynonyl) phthalate (ng/mL),PHTHTE_D,Phthalates - Urine,7,1
URXCOP,Mono(carboxyoctyl) phthalate(ng/mL),PHTHTE_D,Phthalates - Urine,7,1
URDMCHLC,MHNC comment code,PHTHTE_G,Phthalates & Plasticizers Metabolites - Urine,4,
URXMHNC,MHNC (ng/mL),PHTHTE_G,Phthalates & Plasticizers Metabolites - Urine,4,1
URDHIBLC,Mono-2-hydroxy-iso-butyl phthalate Comment Code,PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2,
URDMCOLC,"Cyclohexane-1,2-dicarboxylic acid-mono(carboxyoctyl) ester phthalate Commen",PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2,
URDMHBLC,Mono-3-hydroxy-n-butyl phthalate Comment Code,PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2,
URXHIBP,Mono-2-hydroxy-iso-butyl phthalate (ng/mL),PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2,1
URXMCOH,"Cyclohexane-1,2-dicarboxylic acid-mono(carboxyoctyl) ester phthalate (ng/mL",PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2,1
URXMHBP,Mono-3-hydroxy-n-butyl phthalate (ng/mL),PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2,1
URDEPCLC,Mono-2-ethyl-5-carboxypentylterephthalate Comment Code,PHTHTE_J,Phthalates and Plasticizers Metabolites - Urine,1,
URDMHTLC,Mono-2-ethyl-5-hydroxyhexylterephthalate Comment Code,PHTHTE_J,Phthalates and Plasticizers Metabolites - Urine,1,
URDMONLC,Monooxoisononyl phthalate Comment Code,PHTHTE_J,Phthalates and Plasticizers Metabolites - Urine,1,
URXECPT,Mono-2-ethyl-5-carboxypentylterephthalate (ng/mL),PHTHTE_J,Phthalates and Plasticizers Metabolites - Urine,1,1
URXMHHT,Mono-2-ethyl-5-hydroxyhexylterephthalate (ng/mL),PHTHTE_J,Phthalates and Plasticizers Metabolites - Urine,1,1
URXMONP,Mono-oxoisononyl phthalate (ng/mL),PHTHTE_J,Phthalates and Plasticizers Metabolites - Urine,1,1
URDDAZLC,Daidzein comment code,PHYTO_D,Phytoestrogens - Urine,3,
URDDMALC,O-DMA comment code,PHYTO_D,Phytoestrogens - Urine,3,
URDEQULC,Equol comment code,PHYTO_D,Phytoestrogens - Urine,3,
URDETDLC,Enterodiol comment code,PHYTO_D,Phytoestrogens - Urine,3,
URDETLLC,Enterolactone comment code,PHYTO_D,Phytoestrogens - Urine,3,
URDGNSLC,Genistein comment code,PHYTO_D,Phytoestrogens - Urine,3,
KIQ191,{Have you/Has SP} had a prostate biopsy or other prostate surgery in the la,PSA_D,Prostate Specific Antigen (PSA),3,
KIQ282,{Have you/Has SP} had surgery for prostate cancer?,PSA_D,Prostate Specific Antigen (PSA),3,
LBXPS4,Complexed prostate specific antigen (ng/mL),PSA_E,Prostate Specific Antigen (PSA),2,1
RHD280,"{Have you/Has SP} had a hysterectomy including a partial hysterectomy, that",RHQ,Reproductive Health,10,
RHQ010,The next series of questions are about {your/SP's} reproductive history.  I,RHQ,Reproductive Health,10,
RHQ020,{Were you/Was SP}...,RHQ,Reproductive Health,10,
RHQ060,About how old {were you/was SP} when {you/SP} had {your/her} last menstrual,RHQ,Reproductive Health,10,
RHQ070,{Were you/Was SP}...,RHQ,Reproductive Health,10,
RHQ160,"How many times {have you/has SP} been pregnant?  ({Again, be/Be} sure to co",RHQ,Reproductive Health,10,
RHQ200,{Are you/Is SP} now breast feeding a child?,RHQ,Reproductive Health,10,
RHQ420,Now I am going to ask you about {your/SP's} birth control history.  {Have y,RHQ,Reproductive Health,10,
RHQ540,{Have you/Has SP} ever used female hormones such as estrogen and progestero,RHQ,Reproductive Health,10,
RHQ554,{Have you/Has SP} ever taken female hormone pills containing estrogen only ,RHQ,Reproductive Health,10,
RHQ560Q,"Not counting any time when {you/SP} stopped taking them, for how long altog",RHQ,Reproductive Health,10,
RHQ560U,UNIT OF MEASURE.,RHQ,Reproductive Health,10,
RHQ570,{Have you/Has SP} taken female hormone pills containing both estrogen and p,RHQ,Reproductive Health,10,
RHQ576Q,"Not counting any time when {you/SP} stopped taking them, for how long altog",RHQ,Reproductive Health,10,
RHQ576U,UNIT OF MEASURE.,RHQ,Reproductive Health,10,
RHQ580,{Have you/Has SP} ever used female hormone patches containing estrogen only,RHQ,Reproductive Health,10,
RHQ586Q,"Not counting any time when {you/SP} stopped taking them, for how long altog",RHQ,Reproductive Health,10,
RHQ586U,UNIT OF MEASURE.,RHQ,Reproductive Health,10,
RHQ596,{Have you/Has SP} used female hormone patches containing both estrogen and ,RHQ,Reproductive Health,10,
RHQ602Q,"Not counting any time when {you/SP} stopped taking them, for how long altog",RHQ,Reproductive Health,10,
RHQ602U,UNIT OF MEASURE.,RHQ,Reproductive Health,10,
RHQ460Q,"Not counting any time when {you/SP} stopped taking them, for how long altog",RHQ,Reproductive Health,7,
RHQ460U,UNIT OF MEASURE.,RHQ,Reproductive Health,7,
RHQ510,{Have you/Has SP} ever used Depo-Provera or injectables to prevent pregnanc,RHQ,Reproductive Health,7,
RHQ520,{Are you/Is SP} now using Depo-Provera or injectables to prevent pregnancy?,RHQ,Reproductive Health,7,
RHQ541A,Which forms of female hormones {have you/has SP} used.,RHQ,Reproductive Health,7,
RHQ541B,Which forms of female hormones {have you/has SP} used.,RHQ,Reproductive Health,7,
RHQ541C,Which forms of female hormones {have you/has SP} used.,RHQ,Reproductive Health,7,
RHQ558,{Are you/Is SP} taking pills containing estrogen only now?,RHQ,Reproductive Health,7,
RHQ562,{Have you/Has SP} taken female hormone pills containing progestin only (lik,RHQ,Reproductive Health,7,
RHQ566,{Are you/Is SP} taking pills containing progestin only now?,RHQ,Reproductive Health,7,
RHQ568Q,"Not counting any time when {you/SP} stopped taking them, for how long altog",RHQ,Reproductive Health,7,
RHQ568U,UNIT OF MEASURE.,RHQ,Reproductive Health,7,
RHQ574,{Are you/Is SP} taking pills containing both estrogen and progestin now?,RHQ,Reproductive Health,7,
RHQ584,{Are you/Is SP} using patches containing estrogen only now?,RHQ,Reproductive Health,7,
RHQ600,{Are you/Is SP} using patches containing both estrogen and progestin now?,RHQ,Reproductive Health,7,
RHD080,Number of days since the last period started.,RHQ,Reproductive Health,4,
RHD230,How many of {your/SP's} children did {you/she} breast feed for at least 1 m,RHQ,Reproductive Health,4,
RHD270,How many of these babies were born preterm? A preterm delivery is one that ,RHQ,Reproductive Health,4,
RHQ180,How old {were you/was SP} at the time of {your/her} first live birth?,RHQ,Reproductive Health,4,
RHQ190,How old {were you/was SP} at the time of {your/her} last live birth?,RHQ,Reproductive Health,4,
RHQ210,Did {you/SP} breast feed {your/her} child/any of {your/her} children?,RHQ,Reproductive Health,4,
RHQ250,{Did {your child/SP's child/Did any of {your/SP's} children} weigh less tha,RHQ,Reproductive Health,4,
RHQ260,How many of {your/her} children weighed less than 5 1/2 pounds (2500g) at b,RHQ,Reproductive Health,4,
RHQ300,{Have you/Has SP} had at least one of {your/her} ovaries removed (either wh,RHQ,Reproductive Health,4,
RHQ310,Were both ovaries removed or only one?,RHQ,Reproductive Health,4,
RHQ320,Were both of {your/SP's} ovaries removed at the same time or at different t,RHQ,Reproductive Health,4,
RHQ330,How old {were you/was SP} when {you/she} had {your/her} {ovary/ovaries} rem,RHQ,Reproductive Health,4,
RHQ340,How old {were you/was SP} when {you/she} had the second ovary removed?,RHQ,Reproductive Health,4,
RHQ360,Has a doctor or other health professional ever told {you/SP} that {you/she},RHQ,Reproductive Health,4,
RHQ370,How old {were you/was SP} when {you were/she was} first told {you/she} had ,RHQ,Reproductive Health,4,
RHQ380,Has a doctor or other health professional ever told {you/SP} that {you/she},RHQ,Reproductive Health,4,
RHQ390,How old {were you/was SP} when {you were/she was} first told {you/she} had ,RHQ,Reproductive Health,4,
RHQ430,How old {were you/was SP} when {you/she} began using birth control pills?,RHQ,Reproductive Health,4,
RHQ550,At the time {you/SP} started using female hormones or hormone replacement t,RHQ,Reproductive Health,4,
RHQ551A,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ,Reproductive Health,4,
RHQ551B,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ,Reproductive Health,4,
RHQ551C,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ,Reproductive Health,4,
RHQ551D,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ,Reproductive Health,4,
RHQ551E,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ,Reproductive Health,4,
RHQ551F,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ,Reproductive Health,4,
RHQ551G,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ,Reproductive Health,4,
RHQ556,How old {were you/was SP} when {you/she} first started taking pills contain,RHQ,Reproductive Health,4,
