sig_levels,estimate,evarname,pvarname,evardesc,pvardesc
BY<0.05,-0.07848755996204146,URXUCS,DXXLLA,"Cesium, urine (ng/mL)",Left Leg Area(cm^2)
BY<0.05,-0.059272067565154414,URXHPM,LBXRBCSI,N-acetyl-S-(3-Hydroxypropyl)-L-cysteine(ng/mL),Red blood cell count (million cells/uL)
BY<0.05,-0.1009460789366678,LBXACR,DXXLLLI,Acrylamide (pmol/g Hb),Left Leg Lean incl Bone Mineral Content (grams)
BY<0.05,0.044997341278456816,DR2TFIBE,DXASPND0,Dietary fiber (gm),Calculated D0 for spine
BY<0.05,-0.04947051923272802,DR2TNUMF,DXDLALE,Total number of foods reported in the individual foods file,Left Arm Lean excl Body Mineral Content (grams)
BY<0.05,-0.026113374947985536,DR1TBCAR,BMXWT,Beta-carotene (mcg),Weight (kg)
BY<0.05,0.3850476890639693,LBDHCV,DXXINBMD,Hepatitis C antibody (confirmed),Intertrochanter bone mineral density (gm/cm^2)
BY<0.05,0.19068353666692767,LBX194,LBXTC,PCB194 (ng/g),Total cholesterol (mg/dL)
BY<0.05,0.2581650751972507,LBDHBG,DXXTSA,Hepatitis B surface antigen,Thoracic Spine Area (cm^2)
BY<0.05,0.05310580896885328,LBXPLP,LBXTC,Pyridoxal 5'-phosphate (nmol/L),Total cholesterol (mg/dL)
BY<0.05,0.040573210790688874,DR2TP204,DXXANTOM,PFA 20:4 (Eicosatetraenoic) (gm),Android total mass
BY<0.05,-0.07470256845267652,URXAAM,DXXTSBMD,N-acetyl-S-(2-carbamoylethyl)-L-cysteine(ng/mL),Thoracic Spine Bone Mineral Density (grams/cm^2)
BY<0.05,-0.04575855152245411,URXSCN,LBXSLDSI,Urinary thiocyanate (ng/mL),Lactate dehydrogenase LDH (U/L)
BY<0.05,0.040741963466576846,DR1TPHOS,DXXTRBMC,Phosphorus (mg),Trochanter bone mineral content (gm)
BY<0.05,-0.0723917054812008,URXHCTT,DXXTSBMD,"Total Hydroxycotinine, urine (ng/mL)",Thoracic Spine Bone Mineral Density (grams/cm^2)
BY<0.05,-0.04833409368781265,URXEPB,DXXLAA,Ethyl paraben  (ng/ml),Left Arm Area (cm^2)
BY<0.05,0.059318171501901,URXPHE,LBDLYMNO,N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL),Lymphocyte number (1000 cells/uL)
BY<0.05,-0.10391985378032301,URXMAD,DXXTRFAT,Mandelic acid(ng/mL),Trunk Fat (grams)
BY<0.05,-0.06600766289176245,URXHEM,DXXLSBMC,N-acetyl-S- (2-Hydroxyethyl)-L-cysteine(ng/mL),Lumbar Spine Bone Mineral Content (grams)
BY<0.05,0.22556619625068058,SMQ710,LBXSIR,"During the past 5 days {including today}, on how many days did {you/he/she}","Iron, refigerated (ug/dL)"
BY<0.05,-0.02388012753953899,LBXTHG,LBXSGL,"Mercury, total (ug/L)","Glucose, serum (mg/dL)"
BY<0.05,0.03720074131289511,DR1TVD,LBXSKSI,Vitamin D (D2 + D3) (mcg),Potassium (mmol/L)
BY<0.05,0.10441970097326478,LBXHA,DXDTOPF,Hepatitis A Antibody (Anti-HAV),Total Percent Fat
BY<0.05,-0.05973237928812995,DR2TPOTA,DXXLLFAT,Potassium (mg),Left Leg Fat (grams)
BY<0.05,0.07265078944845003,DR1TPOTA,DXXHEA,Potassium (mg),Head Area (cm^2)
BY<0.05,-0.08404930385461347,URXPMM,DXXTRFAT,N-acetyl-s-(3-hydroxypropyl-1-methyl)-L-cysteine(ng/mL),Trunk Fat (grams)
BY<0.05,0.17792290795740162,LBXHBC,DXXAPFAT,Hepatitis B core antibody,Android percent fat
BY<0.05,-0.05257659674089425,DR1TVB1,DXXAPFAT,Thiamin (Vitamin B1) (mg),Android percent fat
BY<0.05,0.09299474291107376,URXP25,LBXSAPSI,2-Hydroxyphenanthrene (ng/L) & 3-Hydroxyphenanthrene (ng/L),Alkaline phosphotase (U/L)
BY<0.05,-0.09317628746082404,URXMAD,LBDFOT,Mandelic acid(ng/mL),Serum total folate (ng/mL)
BY<0.05,0.026439464775437217,LBXVE3MS,LBXTC,epi-25-hydroxyvitamin D3 (nmol/L),Total cholesterol (mg/dL)
BY<0.05,0.055578847786366,URXUBA,LBXSPH,"Barium, urine (ng/mL)",Phosphorus (mg/dL)
BY<0.05,0.039813443491292344,DS2DSCNT,LBXMOPCT,Number of dietary supplements reported,Monocyte percent (%)
BY<0.05,0.062406596253775475,LBXVIA,LEXLPTSM,Retinol(ug/dL),Left mean posterior tibial systolic blood pressure (in millimeters of mercu
BY<0.05,-0.06505625457343912,URXPHE,DXXLLFAT,N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL),Left Leg Fat (grams)
BY<0.05,0.029009394931553766,LBXCOT,URXUCR,Cotinine (ng/mL),"Creatinine, urine (mg/dL)"
BY<0.05,0.05550300533706427,DR1TFDFE,ENXMEAN,Folate as dietary folate equivalents (mcg),"Mean of two reproducible FENO measurements, in parts per billion"
BY<0.05,0.10106381660403897,URXAMC,LBDNENO,N-acetyl-S-(N-methylcarbamoyl)-L-cysteine(ng/mL),Segmented neutrophils num (1000 cell/uL)
BY<0.05,0.10155745144050532,LBX099,BMXBMI,PCB99 (ng/g),Body Mass Index (kg/m**2)
BY<0.05,-0.06091072044142771,URXHPM,DXDLALE,N-acetyl-S-(3-Hydroxypropyl)-L-cysteine(ng/mL),Left Arm Lean excl Body Mineral Content (grams)
BY<0.05,0.058444107000173356,DR1TCOPP,DXXPEA,Copper (mg),Pelvis Area (cm^2)
BY<0.05,0.025071967549473124,DR1TZINC,BMXARMC,Zinc (mg),Arm Circumference (cm)
BY<0.05,-0.06717084203002834,DR1TCOPP,DXXLLFAT,Copper (mg),Left Leg Fat (grams)
BY<0.05,-0.07657114534197561,LBXVXY,DXXTATM,Blood m-/p-Xylene Result (ng/mL),Total abdominal fat mass
BY<0.05,-0.10903002927966428,URXP25,DXXRLA,2-Hydroxyphenanthrene (ng/L) & 3-Hydroxyphenanthrene (ng/L),Right Leg Area (cm^2)
BY<0.05,0.12365303523625307,LBXF02,LBXWBCSI,"1,2,3,7,8-Pentachlorodibenzofuran (pncdf) (fg/g)",White blood cell count (1000 cells/uL)
BY<0.05,-0.06289428839806155,LBXBPB,DXXLLBMD,Lead (ug/dL),Left Leg Bone Mineral Density (grams/cm^2)
BY<0.05,-0.03385364675338403,DR2TVB6,BPXPLS,Vitamin B6 (mg),60 sec. pulse (30 sec. pulse * 2):
BY<0.05,0.11760790783767366,LBX052,LBXHCT,PCB52 (ng/g),Hematocrit (%)
BY<0.05,-0.07649950841757393,LBXPFOS,LBXNEPCT,Perfluorooctane sulfonic acid,Segmented neutrophils percent (%)
BY<0.05,0.05515803471391999,DR2TVB1,DXXHEA,Thiamin (Vitamin B1) (mg),Head Area (cm^2)
BY<0.05,-0.07863147337165098,URXP03,DXDTOBMC,3-fluorene (ng/L),Total Bone Mineral Content (g)
BY<0.05,0.2233662860070102,URXNICT,URXUCR,"Nicotine, urine (ng/mL)","Creatinine, urine (mg/dL)"
BY<0.05,-0.048398085229031655,DR2TTFAT,DXXL3A,Total fat (gm),L3 area
BY<0.05,0.04180125063691491,DR1TS140,DXXAPFAT,SFA 14:0 (Tetradecanoic) (gm),Android percent fat
BY<0.05,-0.08024623416234254,URXGNS,DXXINBMD,Genistein (ng/mL),Intertrochanter bone mineral density (gm/cm^2)
BY<0.05,0.012845699950552857,DR1TP226,BMXHT,PFA 22:6 (Docosahexaenoic) (gm),Standing Height (cm)
BY<0.05,-0.03522679500957476,DR1TVC,BMXBMI,Vitamin C (mg),Body Mass Index (kg/m**2)
BY<0.05,-0.027495663486349894,DR1TPFAT,LBXHGB,Total polyunsaturated fatty acids (gm),Hemoglobin (g/dL)
BY<0.05,-0.09126852440154504,URXMAD,DXXSATA,Mandelic acid(ng/mL),Subcutaneous fat area
BY<0.05,-0.04243610235382902,URXMHP,BMXWT,Mono-(2-ethyl)-hexyl phthalate (ng/mL),Weight (kg)
BY<0.05,-0.06382464874317113,LBDVICSI,BMXTRI,Vitamin C (umol/L),Triceps Skinfold (mm)
BY<0.05,-0.040006762512770404,DR1TSFAT,LBXSAL,Total saturated fatty acids (gm),Albumin (g/dL)
BY<0.05,-0.07292691466845669,URXPHG,DXDLALE,Phenylglyoxylic acid(ng/mL),Left Arm Lean excl Body Mineral Content (grams)
BY<0.05,0.06004187035608891,DR2TM201,DXXTATV,MFA 20:1 (Eicosenoic) (gm),Total abdominal fat volume
BY<0.05,-0.06179500986449481,DR2TVARA,DXDHEPF,Vitamin A as retinol activity equivalents (mcg),Head Percent Fat
BY<0.05,0.06775545289827734,DSQTVB6,LBDRFO,Vitamin B6 (mg),RBC folate (ng/mL)
BY<0.05,0.1004151058374959,LBDB12SI,LBXSF5SI,Vitamin B12 (pmol/L),"5,10-Methenyl-tetrahydrofolate (nmol/L)"
BY<0.05,-0.07404027000813058,DRXTIRON,LBXSGTSI,Iron (mg),Gamma glutamyl transferase (U/L)
BY<0.05,-0.056752191780112766,LBXPFHS,DXXGYFM,Perfluorohexane sulfonic acid,Gynoid fat mass
BY<0.05,-0.06789656694304863,URXUMMA,LBDMONO,Urinary Monomethylarsonic acid (ug/L),Monocyte number (1000 cells/uL)
BY<0.05,-0.03477149635348398,LBXCOT,LBXBAP,Cotinine (ng/mL),Bone alkaline phosphotase (ug/L)
BY<0.05,-0.05522212580610843,DR1TFDFE,DXXANFM,Folate as dietary folate equivalents (mcg),Android fat mass
BY<0.05,-0.08781083128274712,URXAAM,DXDLLTOT,N-acetyl-S-(2-carbamoylethyl)-L-cysteine(ng/mL),Left Leg Total (grams)
BY<0.05,-0.07749739713673702,URXUSN,DXDSTA,"Tin, urine (ug/L)",Subtotal Area (cm^2)
BY<0.05,-0.14802583593605842,URXMHBP,DXXPEBMC,Mono-3-hydroxy-n-butyl phthalate (ng/mL),Pelvis Bone Mineral Content (grams)
BY<0.05,-0.015627824142250352,URXUPT,LBXLYPCT,"Platinum, urine (ng/mL)",Lymphocyte percent (%)
BY<0.05,-0.043460069202079975,DR1TM201,LBXTR,MFA 20:1 (Eicosenoic) (gm),Triglyceride (mg/dL)
BY<0.05,0.06321889355401655,LBXBPB,LBDIRNSI,Lead (ug/dL),"Iron, Frozen Serum (umol/L)"
BY<0.05,-0.0539569375847173,DR1TMFAT,LBXSIR,Total monounsaturated fatty acids (gm),"Iron, refigerated (ug/dL)"
BY<0.05,0.05810127772140528,URXECP,DXDLLPF,mono-2-ethyl-5-carboxypentyl phthalate (ng/mL),Left Leg Percent Fat
BY<0.05,-0.06093740107645148,DR1TFOLA,DXXRLFAT,Total Folate (mcg),Right Leg Fat (grams)
BY<0.05,0.05975059777599918,LBXVE3MS,LBXMC,epi-25-hydroxyvitamin D3 (nmol/L),Mean cell hemoglobin concentration (g/dL)
BY<0.05,0.04137824520336166,LBXLUZ,LBDPCT,Combined Lutein/zeaxanthin(ug/dL),Transferrin saturation (%)
BY<0.05,-0.04894008355503388,DR2TALCO,LBXSF1SI,Alcohol (gm),5-Methyl-tetrahydrofolate (nmol/L)
BY<0.05,-0.07096911427756715,URXMB2,DXXGYTOM,N-acetyl-s-(2-hydroxy-3-butenyl)-L-cysteine (ng/mL),Gynoid total mass
BY<0.05,0.03649169674128956,DR1TSELE,DXDSTLI,Selenium (mcg),Subtotal Lean incl BMC (g)
BY<0.05,0.20046673520382963,LBXPDT,LBXSTR,ppDDT (ng/g),Triglycerides (mg/dL)
BY<0.05,-0.0562089934035223,URXMB2,DXXSATA,N-acetyl-s-(2-hydroxy-3-butenyl)-L-cysteine (ng/mL),Subcutaneous fat area
BY<0.05,-0.036953929600012377,DR2TFF,DXXGPFAT,Food folate (mcg),Gynoid percent fat
BY<0.05,0.032226325586893645,DR1TS040,LBXSCH,SFA 4:0 (Butanoic) (gm),Cholesterol (mg/dL)
BY<0.05,-0.08443869784678171,LBX157,BMXCALF,PCB157 (ng/g),Maximal Calf Circumference (cm)
BY<0.05,-0.06527096169141762,DR2TALCO,DXXLLFAT,Alcohol (gm),Left Leg Fat (grams)
BY<0.05,0.05639537129275943,LBDVICSI,LBXSTB,Vitamin C (umol/L),Total bilirubin (mg/dL)
BY<0.05,-0.0657435191579516,DR1TATOC,DXXTATV,Vitamin E as alpha-tocopherol (mg),Total abdominal fat volume
BY<0.05,-0.08040016994895677,URXMAD,DXDTOBMC,Mandelic acid(ng/mL),Total Bone Mineral Content (g)
BY<0.05,-0.057604610215568224,URXPHG,DXXGYTOM,Phenylglyoxylic acid(ng/mL),Gynoid total mass
BY<0.05,0.07712511299559964,LBXTCD,LBXSBU,"2,3,7,8-Tetrachlorodienzo-p-dioxin (tcdd) (fg/g)",Blood urea nitrogen (mg/dL)
BY<0.05,-0.035931029469075226,LBX4PA,LBXMPSI,4-pyridoxic acid (nmol/L),Mean platelet volume (fL)
BY<0.05,-0.031175805757893693,DR1TCAFF,LBXSGTSI,Caffeine (mg),Gamma glutamyl transferase (U/L)
BY<0.05,0.1544858258352447,LBXF02,LBXTC,"1,2,3,7,8-Pentachlorodibenzofuran (pncdf) (fg/g)",Total cholesterol (mg/dL)
BY<0.05,0.10484518959908393,LBX172,LBXSCH,PCB172 (ng/g),Cholesterol (mg/dL)
BY<0.05,0.04073971784573233,DR1TZINC,LBXSOSSI,Zinc (mg),Osmolality (mmol/Kg)
BY<0.05,-0.04968294837592156,DR2TSUGR,DXXTRBMD,Total sugars (gm),Trochanter bone mineral density (gm/cm^2)
BY<0.05,0.06740346739998461,LBXVOX,LBDNENO,Blood o-Xylene Result (ng/mL),Segmented neutrophils num (1000 cell/uL)
BY<0.05,-0.005714922049408951,LBXV1D,DXXAGST,"Blood 1,2-Dichlorobenzene Result",Android/gynoid region status
BY<0.05,-0.0998742747932622,URXCEM,DXXPEA,N-acetyl-S- (2-Carboxyethyl)-L-cysteine(ng/mL),Pelvis Area (cm^2)
BY<0.05,0.007253974608117023,LBXVTHF,LBXSGB,Blood Tetrahydrofuran (ng/mL),Globulin (g/dL)
BY<0.05,0.06354049594783158,URXMX4,MSYSTOLIC,"1,3-dimethylxanthine(theophylline)umol/L",Systolic Mean
BY<0.05,0.045174398703422644,LBXCOT,LBDIRNSI,Cotinine (ng/mL),"Iron, Frozen Serum (umol/L)"
BY<0.05,-0.13120583481494444,URXP03,LBDP3,3-fluorene (ng/L),Prostate specific antigen ratio (%)
BY<0.05,-0.13775075065118966,SMQ_current_ever_never,DXXANFM,"Smoking: current, ever, never",Android fat mass
BY<0.05,0.07130196720629817,DR1TSODI,BMXCALF,Sodium (mg) (adjusted for salt use in food preparation),Maximal Calf Circumference (cm)
BY<0.05,-0.08931583570527196,URXP01,DXXTATV,1-napthol (ng/L),Total abdominal fat volume
BY<0.05,-0.06183156374460024,LBXPLP,LBXGLU,Pyridoxal 5'-phosphate (nmol/L),Fasting Glucose (mg/dL)
BY<0.05,-0.07213434789421506,URXHPM,BMXBMI,N-acetyl-S-(3-Hydroxypropyl)-L-cysteine(ng/mL),Body Mass Index (kg/m**2)
BY<0.05,-0.0734540856071125,DRXTALCO,BMXCALF,Alcohol (gm),Maximal Calf Circumference (cm)
BY<0.05,-0.06309133587932442,URXMIB,DXXL3A,Mono-isobutyl phthalate (ng/mL),L3 area
BY<0.05,-0.040940620703317575,LBXBEC,LBXMMA,trans-b-carotene(ug/dL),Methylmalonic acid (umol/L)
BY<0.05,-0.06547637002923982,URXUCO,DXXLALI,"Cobalt, urine (ng/mL)",Left Arm Lean incl BMC (grams)
BY<0.05,0.02792297577658021,DR2TALCO,MDIASTOLIC,Alcohol (gm),Diastolic Mean
BY<0.05,-0.07560357250192017,DR2TFIBE,DXXVFATM,Dietary fiber (gm),Visceral adipose tissue mass
BY<0.05,0.034571454767588425,DR1TMOIS,LBXMC,Moisture (gm),Mean cell hemoglobin concentration (g/dL)
BY<0.05,-0.038807286935245,URXMNM,BMXLEG,Mono-n-methyl phthalate (ng/mL),Upper Leg Length (cm)
BY<0.05,0.17607067353545713,LBX177,LBXSTR,PCB177 (ng/g),Triglycerides (mg/dL)
BY<0.05,0.06486956777771258,DS2DS,MDIASTOLIC,Any Dietary Supplements taken in the past 24 hour?,Diastolic Mean
BY<0.05,0.09780730861396575,LBXPDE,LBXLYPCT,ppDDE (ng/g),Lymphocyte percent (%)
BY<0.05,-0.0357970287594773,DR1TCOPP,LBXPLTSI,Copper (mg),Platelet count SI (1000 cells/uL)
BY<0.05,0.03477633364875238,DR1TCHOL,DXXINBMC,Cholesterol (mg),Intertrochanter bone mineral content (gm)
BY<0.05,-0.043451652272406605,DR2TATOA,DXDLAPF,Added alpha-tocopherol (Vitamin E) (mg),Left Arm Percent Fat
BY<0.05,-0.032880881918913515,DR2TVB2,LBXRDW,Riboflavin (Vitamin B2) (mg),Red cell distribution width (%)
BY<0.05,-0.07023418610205653,LBXVTO,BMXWT,Blood Toluene Result (ng/mL),Weight (kg)
BY<0.05,-0.08183339704169054,DR1TRET,LBXHCY,Retinol (mcg),Homocysteine (umol/L)
BY<0.05,0.08733072105743174,DR1TCARB,DXXTOTBS,Carbohydrate (gm),Total Trabecular Bone Score
BY<0.05,-0.054353361381340386,URXBP3,BPXPLS,Urinary 2-Hydroxy-4-metoxybenzophenone (Benzophenone-3),60 sec. pulse (30 sec. pulse * 2):
BY<0.05,-0.0298143589444683,DR2TFDFE,LBXNEPCT,Folate as dietary folate equivalents (mcg),Segmented neutrophils percent (%)
BY<0.05,-0.0980372273406166,URXATC,DXXRRBMD,2-aminothiazoline-4-carboxylic acid(ng/mL),Right Ribs Bone Mineral Density (grams/cm^2)
BY<0.05,-0.06888791244487844,URXUDMA,DXDTOBMC,Urinary Dimethylarsinic acid (ug/L),Total Bone Mineral Content (g)
BY<0.05,0.07609726545550659,LBXVFN,BPXPLS,Blood Furan (ng/mL),60 sec. pulse (30 sec. pulse * 2):
BY<0.05,0.07753871025016904,URXP07,BMXSUB,2-phenanthrene (ng/L),Subscapular Skinfold (mm)
BY<0.05,0.20883322917729888,LBXHBC,DXXANFM,Hepatitis B core antibody,Android fat mass
BY<0.05,-0.06943884449331617,URXPHE,DXDTRA,N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL),Trunk Bone area (cm^2)
BY<0.05,-0.03749409593216887,DR2TVC,LBXSGTSI,Vitamin C (mg),Gamma glutamyl transferase (U/L)
BY<0.05,0.06650264652510875,LBXBPB,LBDPCT,Lead (ug/dL),Transferrin saturation (%)
BY<0.05,0.04825523589983027,DR1TP204,DXXSATM,PFA 20:4 (Eicosatetraenoic) (gm),Subcutaneous fat mass
BY<0.05,-0.033906206451255985,DR1TFDFE,DXXGPFAT,Folate as dietary folate equivalents (mcg),Gynoid percent fat
BY<0.05,0.05142993145429402,LBXVE3MS,DXXPEA,epi-25-hydroxyvitamin D3 (nmol/L),Pelvis Area (cm^2)
BY<0.05,-0.031659202724259615,DR2TFA,DXXGYTOM,Folic acid (mcg),Gynoid total mass
BY<0.05,0.0597308263739159,DR1TFOLA,ENXMEAN,Total Folate (mcg),"Mean of two reproducible FENO measurements, in parts per billion"
BY<0.05,-0.03205536824662339,DR2TB12A,DXXAGRAT,Added vitamin B12 (mcg),Android to gynoid ratio
BY<0.05,-0.0756827775944042,URXUMMA,DXXOFBMD,Urinary Monomethylarsonic acid (ug/L),Total femur bone mineral density (gm/cm^2)
BY<0.05,-0.036477939524733494,LBXVIE,BMXWT,Vitamin E (ug/dL),Weight (kg)
BY<0.05,-0.046027779935190936,URXBUP,DXXTSA,Butyl paraben (ng/ml),Thoracic Spine Area (cm^2)
BY<0.05,-0.03535319218542959,URXUAC,DXDSTTOT,Urinary Arsenocholine (ug/L),Subtotal (Total excl Head) (g)
BY<0.05,-0.04753046975787195,LBXV06,DXXL4BMD,Blood Hexane (ng/mL),L4 Bone Mineral Density
BY<0.05,0.04203015325239793,DR1TZINC,DXXINBMD,Zinc (mg),Intertrochanter bone mineral density (gm/cm^2)
BY<0.05,0.0539372272916297,DR1TVB2,DXXHEA,Riboflavin (Vitamin B2) (mg),Head Area (cm^2)
BY<0.05,0.05325124005827284,URXMIB,LBXSPH,Mono-isobutyl phthalate (ng/mL),Phosphorus (mg/dL)
BY<0.05,0.01843374237786171,LBXVIPB,DXXAGRAT,Blood Isopropylbenzene (ng/mL),Android to gynoid ratio
BY<0.05,0.061578893997753986,LBXBSE,DXXLRA,Blood selenium(ug/L),Left Ribs Area(cm^2)
BY<0.05,0.07764675262357423,DR2TPHOS,LBDRFO,Phosphorus (mg),RBC folate (ng/mL)
BY<0.05,-0.07957108861468129,DR1TPOTA,DXXLAFAT,Potassium (mg),Left Arm Fat (grams)
BY<0.05,-0.1038901702794392,URXEPB,DXXLLFAT,Ethyl paraben  (ng/ml),Left Leg Fat (grams)
BY<0.05,-0.05685003502953609,URXMB2,DXDTOBMC,N-acetyl-s-(2-hydroxy-3-butenyl)-L-cysteine (ng/mL),Total Bone Mineral Content (g)
BY<0.05,0.047630909073430254,URX14D,BMXWAIST,"2,5-dichlorophenol (ug/L)",Waist Circumference (cm)
BY<0.05,-0.029406528547090673,LBXBGM,BMXARML,"Mercury, methyl (ug/L)",Upper Arm Length (cm)
BY<0.05,-0.02325711925142936,URXMCP,DXXL3BMC,Mono-cyclohexyl phthalate (ng/mL),L3 Bone Mineral Composition
BY<0.05,-0.08172661794544876,DR1TCOPP,DXXTATV,Copper (mg),Total abdominal fat volume
BY<0.05,-0.12299215593737478,LBXBCO,LBXMC,Cobalt (ug/L),Mean cell hemoglobin concentration (g/dL)
BY<0.05,-0.05296344952082637,DR2TCARB,DXXLAA,Carbohydrate (gm),Left Arm Area (cm^2)
BY<0.05,-0.04209037421086586,DR1TVB2,LBXGLT,Riboflavin (Vitamin B2) (mg),Two hour oral glucose tolerance (OGTT) (mg/dL)
BY<0.05,-0.08871493124741539,URXUCO,LBXT4F,"Cobalt, urine (ng/mL)","Thyroxine, free (ng/dL)"
BY<0.05,0.05223387308738366,DR1TS180,DXDLAPF,SFA 18:0 (Octadecanoic) (gm),Left Arm Percent Fat
BY<0.05,0.03567906178062095,DR1TMOIS,LBXSCA,Moisture (gm),Total calcium (mg/dL)
BY<0.05,-0.07963621011948943,DRXTALCO,LBXGH,Alcohol (gm),Glycohemoglobin (%)
BY<0.05,-0.0530994867039772,DR1TPHOS,LBXSNASI,Phosphorus (mg),Sodium (mmol/L)
BY<0.05,-0.06331072860635807,URXP01,DXXTRLI,1-napthol (ng/L),Trunk Lean incl Bone Mineral Content (grams)
BY<0.05,-0.055358162150333644,URXPMA,BMXARMC,N-acetyl-s-(phenyl)-L-cysteine(ng/mL),Arm Circumference (cm)
BY<0.05,0.07637239654880494,DR1TVB2,DXXL4TBS,Riboflavin (Vitamin B2) (mg),L4 TBS
BY<0.05,-0.08074754508546464,URXUDMA,DXXTSA,Urinary Dimethylarsinic acid (ug/L),Thoracic Spine Area (cm^2)
BY<0.05,-0.03389552482756523,DR1TPHOS,LBDNENO,Phosphorus (mg),Segmented neutrophils num (1000 cell/uL)
BY<0.05,-0.06905171781259865,LBXALC,DXXOSBMC,a-carotene(ug/dL),Total spine BMC
BY<0.05,-0.047439417893696795,LBXVBZ,LBXSUA,Blood Benzene Result (ng/mL),Uric acid (mg/dL)
BY<0.05,0.1972166988303614,LBXPDE,LBXTR,ppDDE (ng/g),Triglyceride (mg/dL)
BY<0.05,0.043515177997529624,DR2TM161,DXXAPFAT,MFA 16:1 (Hexadecenoic) (gm),Android percent fat
BY<0.05,-0.04456929434033632,DR1TFDFE,LBDLDL,Folate as dietary folate equivalents (mcg),LDL-cholesterol (mg/dL)
BY<0.05,-0.04513397979910604,DR1TBCAR,DXXVFATA,Beta-carotene (mcg),Visceral adipose tissue area
BY<0.05,-0.0720842788647112,URXUSB,BMXCALF,"Antimony, urine (ng/mL)",Maximal Calf Circumference (cm)
BY<0.05,0.03038044600354412,DR1TIRON,LBXSPH,Iron (mg),Phosphorus (mg/dL)
BY<0.05,0.15977391270983765,LBXHBC,BMXTRI,Hepatitis B core antibody,Triceps Skinfold (mm)
BY<0.05,-0.03907189014541969,DR2TSUGR,DXXINBMC,Total sugars (gm),Intertrochanter bone mineral content (gm)
BY<0.05,0.056055659298330895,DR1TSODI,LBXGLU,Sodium (mg) (adjusted for salt use in food preparation),Fasting Glucose (mg/dL)
BY<0.05,-0.11920491496302231,LBXPFDE,DXDTRTOT,Pefluorodecanoic acid,Trunk Total (grams)
BY<0.05,-0.05012546085407187,DR1TS180,DXASPND0,SFA 18:0 (Octadecanoic) (gm),Calculated D0 for spine
BY<0.05,0.03690047918628346,DR2TP204,DXXAPFAT,PFA 20:4 (Eicosatetraenoic) (gm),Android percent fat
BY<0.05,0.06513945941671485,URXMU7,MDIASTOLIC,"1,3,7-trimethyluric acid (umol/L)",Diastolic Mean
BY<0.05,-0.0400415590045294,DR2TCRYP,DXXGYFM,Beta-cryptoxanthin (mcg),Gynoid fat mass
BY<0.05,-0.06662916663902765,LBXVBZ,DXXTSBMC,Blood Benzene Result (ng/mL),Thoracic Spine Bone Mineral Content (grams)
BY<0.05,0.06338266561814908,DR1TPROT,DXXTRBMD,Protein (gm),Trochanter bone mineral density (gm/cm^2)
BY<0.05,-0.05562766627971692,URXMB2,DXDLALE,N-acetyl-s-(2-hydroxy-3-butenyl)-L-cysteine (ng/mL),Left Arm Lean excl Body Mineral Content (grams)
BY<0.05,-0.06668377781100096,URXUSN,LBXTST,"Tin, urine (ug/L)",Testosterone total (ng/dL)
BY<0.05,-0.054517393740685316,URXEPB,LBXSGL,Ethyl paraben  (ng/ml),"Glucose, serum (mg/dL)"
BY<0.05,0.04064195326718743,DR2TMOIS,DXXANFM,Moisture (gm),Android fat mass
BY<0.05,-0.07391163716909446,DR1TM161,DXXL2TBS,MFA 16:1 (Hexadecenoic) (gm),L2 TBS
BY<0.05,-0.06751774645237434,LBDVIDMS,LBXCRP,Vitamin D (nmol/L),C-reactive protein (mg/dL)
BY<0.05,0.012675493138806214,URXUTU,URXUIO,"Tungsten, urine (ng/mL)","Iodine, urine (ng/mL)"
BY<0.05,-0.13329548193477186,LBXNFOS,DXXSATV,n-perfluorooctane sulfonic acid (n-PFOS) (ng/mL),Subcutaneous fat volume
BY<0.05,-0.0237300392951306,LBXVTE,LBXSCLSI,"Blood 1,1,1-Trichloroethane Result",Chloride (mmol/L)
BY<0.05,0.04913508150687308,DSQTCALC,LBXSASSI,Calcium (mg),Aspartate aminotransferase AST (U/L)
BY<0.05,-0.07684865509439165,LBXVOX,DXXGYTOM,Blood o-Xylene Result (ng/mL),Gynoid total mass
BY<0.05,-0.047166820482108136,URX24D,LBXNEPCT,"2,4-D (ug/L) result",Segmented neutrophils percent (%)
BY<0.05,0.0619798916826481,DR1TSUGR,DXXL3TBS,Total sugars (gm),L3 TBS
BY<0.05,0.062259265766911966,DR1TSODI,DXXTATV,Sodium (mg) (adjusted for salt use in food preparation),Total abdominal fat volume
BY<0.05,0.032792608782831224,DR1TFDFE,LBXSPH,Folate as dietary folate equivalents (mcg),Phosphorus (mg/dL)
BY<0.05,-0.036968933105933854,DR1TNUMF,DXXL2BMC,Total number of foods reported in the individual foods file,L2 Bone Mineral Composition
BY<0.05,-0.04096265600976237,DR2TSUGR,DXXL3BMC,Total sugars (gm),L3 Bone Mineral Composition
BY<0.05,-0.04880392198813702,URXBP3,LBXRDW,Urinary 2-Hydroxy-4-metoxybenzophenone (Benzophenone-3),Red cell distribution width (%)
BY<0.05,0.17008475292158934,LBXOD9,LBXGH,Trans 9-octadecenoic acid (umol/L),Glycohemoglobin (%)
BY<0.05,0.032779354099386565,DR1TPROT,LBXRBCSI,Protein (gm),Red blood cell count (million cells/uL)
